"x","M0","Me","y"
57.1366,1.5,4.6,11.87
61.0016,1.5,4.6,12.08
65.1716,1.5,4.6,12.26
69.6729,1.5,4.6,12.4
74.5344,1.5,4.6,12.51
79.7881,1.5,4.6,12.57
0,1.5,4.7,0
0.276,1.5,4.7,0.17
0.5674,1.5,4.7,0.34
0.8752,1.5,4.7,0.51
1.2006,1.5,4.7,0.69
1.5451,1.5,4.7,0.88
1.9099,1.5,4.7,1.07
2.2965,1.5,4.7,1.27
2.7064,1.5,4.7,1.48
3.1414,1.5,4.7,1.69
3.6031,1.5,4.7,1.91
4.0936,1.5,4.7,2.13
4.6148,1.5,4.7,2.37
5.1689,1.5,4.7,2.61
5.7584,1.5,4.7,2.86
6.3857,1.5,4.7,3.11
7.0537,1.5,4.7,3.37
7.7651,1.5,4.7,3.65
8.5233,1.5,4.7,3.93
9.3317,1.5,4.7,4.21
10.1939,1.5,4.7,4.51
11.114,1.5,4.7,4.82
12.0963,1.5,4.7,5.13
13.1455,1.5,4.7,5.45
14.2666,1.5,4.7,5.78
15.4652,1.5,4.7,6.12
16.7472,1.5,4.7,6.47
18.1191,1.5,4.7,6.83
19.5879,1.5,4.7,7.19
21.1612,1.5,4.7,7.57
22.8473,1.5,4.7,7.94
24.6552,1.5,4.7,8.33
26.5949,1.5,4.7,8.72
28.6768,1.5,4.7,9.12
30.9129,1.5,4.7,9.52
33.3157,1.5,4.7,9.92
35.8993,1.5,4.7,10.32
38.6788,1.5,4.7,10.72
41.6709,1.5,4.7,11.12
44.8882,1.5,4.7,11.52
47.8717,1.5,4.7,11.85
51.0921,1.5,4.7,12.17
54.569,1.5,4.7,12.48
58.3244,1.5,4.7,12.77
62.3824,1.5,4.7,13.04
66.7695,1.5,4.7,13.28
71.515,1.5,4.7,13.49
76.6511,1.5,4.7,13.66
82.2134,1.5,4.7,13.78
88.2414,1.5,4.7,13.85
0,1.5,4.8,0
0.2847,1.5,4.8,0.17
0.5856,1.5,4.8,0.35
0.9041,1.5,4.8,0.54
1.2415,1.5,4.8,0.73
1.599,1.5,4.8,0.93
1.9784,1.5,4.8,1.13
2.3811,1.5,4.8,1.35
2.8088,1.5,4.8,1.56
3.2634,1.5,4.8,1.79
3.7469,1.5,4.8,2.02
4.2613,1.5,4.8,2.26
4.809,1.5,4.8,2.51
5.3923,1.5,4.8,2.77
6.0139,1.5,4.8,3.04
6.6767,1.5,4.8,3.31
7.3836,1.5,4.8,3.6
8.1381,1.5,4.8,3.89
8.9435,1.5,4.8,4.19
9.8039,1.5,4.8,4.5
10.7234,1.5,4.8,4.83
11.7065,1.5,4.8,5.16
12.7581,1.5,4.8,5.5
13.8835,1.5,4.8,5.85
15.0886,1.5,4.8,6.21
16.3794,1.5,4.8,6.59
17.763,1.5,4.8,6.97
19.2466,1.5,4.8,7.36
20.8383,1.5,4.8,7.76
22.547,1.5,4.8,8.17
24.3821,1.5,4.8,8.59
26.3541,1.5,4.8,9.02
28.4745,1.5,4.8,9.46
30.7556,1.5,4.8,9.9
33.2111,1.5,4.8,10.34
35.8559,1.5,4.8,10.79
38.7064,1.5,4.8,11.24
41.7804,1.5,4.8,11.7
45.0976,1.5,4.8,12.15
48.3547,1.5,4.8,12.55
51.691,1.5,4.8,12.93
55.3001,1.5,4.8,13.29
59.2059,1.5,4.8,13.65
63.4346,1.5,4.8,13.98
68.0153,1.5,4.8,14.29
72.9801,1.5,4.8,14.57
78.3645,1.5,4.8,14.81
84.2078,1.5,4.8,15.01
90.5536,1.5,4.8,15.15
97.45,1.5,4.8,15.23
0,1.5,4.9,0
0.2932,1.5,4.9,0.18
0.6037,1.5,4.9,0.37
0.9328,1.5,4.9,0.57
1.2819,1.5,4.9,0.77
1.6526,1.5,4.9,0.98
2.0465,1.5,4.9,1.2
2.4653,1.5,4.9,1.42
2.9109,1.5,4.9,1.65
3.3854,1.5,4.9,1.89
3.8908,1.5,4.9,2.14
4.4295,1.5,4.9,2.4
5.004,1.5,4.9,2.66
5.6171,1.5,4.9,2.94
6.2715,1.5,4.9,3.22
6.9705,1.5,4.9,3.52
7.7174,1.5,4.9,3.82
8.516,1.5,4.9,4.14
9.3701,1.5,4.9,4.46
10.2843,1.5,4.9,4.8
11.263,1.5,4.9,5.15
12.3114,1.5,4.9,5.51
13.4351,1.5,4.9,5.88
14.64,1.5,4.9,6.27
15.9327,1.5,4.9,6.66
17.3202,1.5,4.9,7.07
18.8104,1.5,4.9,7.49
20.4116,1.5,4.9,7.92
22.1331,1.5,4.9,8.36
23.9849,1.5,4.9,8.81
25.978,1.5,4.9,9.27
28.1245,1.5,4.9,9.75
30.4376,1.5,4.9,10.23
32.9315,1.5,4.9,10.72
35.6223,1.5,4.9,11.21
38.5272,1.5,4.9,11.72
41.6653,1.5,4.9,12.22
45.0576,1.5,4.9,12.73
48.6072,1.5,4.9,13.22
52.0406,1.5,4.9,13.65
55.7617,1.5,4.9,14.08
59.7961,1.5,4.9,14.49
64.1725,1.5,4.9,14.89
68.9221,1.5,4.9,15.27
74.08,1.5,4.9,15.63
79.6847,1.5,4.9,15.95
85.7792,1.5,4.9,16.23
92.411,1.5,4.9,16.45
99.6332,1.5,4.9,16.62
107.5046,1.5,4.9,16.71
0,1.5,5,0
0.3016,1.5,5,0.19
0.6215,1.5,5,0.39
0.9611,1.5,5,0.6
1.3219,1.5,5,0.81
1.7056,1.5,5,1.03
2.114,1.5,5,1.26
2.549,1.5,5,1.49
3.0126,1.5,5,1.74
3.507,1.5,5,1.99
4.0345,1.5,5,2.26
4.5978,1.5,5,2.53
5.1995,1.5,5,2.81
5.8427,1.5,5,3.11
6.5305,1.5,5,3.41
7.2665,1.5,5,3.73
8.0543,1.5,5,4.05
8.8981,1.5,5,4.39
9.8024,1.5,5,4.74
10.7718,1.5,5,5.11
11.8117,1.5,5,5.48
12.9278,1.5,5,5.87
14.1263,1.5,5,6.28
15.4138,1.5,5,6.69
16.7979,1.5,5,7.12
18.2864,1.5,5,7.57
19.8882,1.5,5,8.02
21.6129,1.5,5,8.49
23.471,1.5,5,8.98
25.474,1.5,5,9.47
27.6343,1.5,5,9.98
29.9659,1.5,5,10.51
32.4839,1.5,5,11.04
35.2048,1.5,5,11.58
38.1471,1.5,5,12.13
41.3308,1.5,5,12.69
44.7782,1.5,5,13.25
48.5136,1.5,5,13.82
52.136,1.5,5,14.33
55.947,1.5,5,14.82
60.0864,1.5,5,15.3
64.5847,1.5,5,15.77
69.4758,1.5,5,16.22
74.797,1.5,5,16.65
80.5902,1.5,5,17.06
86.9015,1.5,5,17.42
93.7825,1.5,5,17.74
101.2908,1.5,5,18
109.4905,1.5,5,18.19
118.4529,1.5,5,18.3
0,1.6,3,0
0.1098,1.6,3,0.03
0.2223,1.6,3,0.07
0.3374,1.6,3,0.1
0.4554,1.6,3,0.14
0.5762,1.6,3,0.17
0.6999,1.6,3,0.21
0.8268,1.6,3,0.24
0.9568,1.6,3,0.28
1.0901,1.6,3,0.31
1.2268,1.6,3,0.35
1.3669,1.6,3,0.38
1.5107,1.6,3,0.42
1.6581,1.6,3,0.45
1.8094,1.6,3,0.48
1.9647,1.6,3,0.52
2.124,1.6,3,0.55
2.2876,1.6,3,0.59
2.4555,1.6,3,0.62
2.6279,1.6,3,0.65
2.8049,1.6,3,0.69
2.9867,1.6,3,0.72
3.1735,1.6,3,0.75
3.3653,1.6,3,0.79
3.5624,1.6,3,0.82
3.7649,1.6,3,0.85
3.9731,1.6,3,0.88
4.187,1.6,3,0.91
4.4068,1.6,3,0.94
4.6328,1.6,3,0.97
4.8652,1.6,3,1
5.1042,1.6,3,1.03
5.3499,1.6,3,1.06
5.6027,1.6,3,1.08
5.8626,1.6,3,1.11
6.1301,1.6,3,1.14
6.4053,1.6,3,1.16
6.6884,1.6,3,1.18
6.9798,1.6,3,1.2
7.2797,1.6,3,1.22
7.5884,1.6,3,1.24
7.9061,1.6,3,1.26
8.2333,1.6,3,1.28
8.5702,1.6,3,1.29
8.9171,1.6,3,1.31
9.2744,1.6,3,1.32
9.6425,1.6,3,1.33
10.0217,1.6,3,1.33
10.4123,1.6,3,1.34
10.8148,1.6,3,1.34
0,1.6,3.1,0
0.1196,1.6,3.1,0.04
0.2422,1.6,3.1,0.08
0.3681,1.6,3.1,0.12
0.4972,1.6,3.1,0.16
0.6297,1.6,3.1,0.2
0.7658,1.6,3.1,0.24
0.9055,1.6,3.1,0.28
1.049,1.6,3.1,0.32
1.1965,1.6,3.1,0.36
1.3479,1.6,3.1,0.4
1.5036,1.6,3.1,0.44
1.6636,1.6,3.1,0.48
1.8281,1.6,3.1,0.52
1.9972,1.6,3.1,0.57
2.1711,1.6,3.1,0.61
2.35,1.6,3.1,0.65
2.534,1.6,3.1,0.69
2.7233,1.6,3.1,0.73
2.9181,1.6,3.1,0.77
3.1186,1.6,3.1,0.81
3.3249,1.6,3.1,0.85
3.5373,1.6,3.1,0.89
3.756,1.6,3.1,0.93
3.9812,1.6,3.1,0.96
4.2132,1.6,3.1,1
4.4521,1.6,3.1,1.04
4.6981,1.6,3.1,1.08
4.9517,1.6,3.1,1.11
5.2129,1.6,3.1,1.15
5.4822,1.6,3.1,1.19
5.7596,1.6,3.1,1.22
6.0457,1.6,3.1,1.25
6.3406,1.6,3.1,1.29
6.6446,1.6,3.1,1.32
6.9582,1.6,3.1,1.35
7.2816,1.6,3.1,1.38
7.6151,1.6,3.1,1.41
7.9593,1.6,3.1,1.44
8.3143,1.6,3.1,1.46
8.6807,1.6,3.1,1.49
9.0588,1.6,3.1,1.51
9.449,1.6,3.1,1.53
9.8519,1.6,3.1,1.55
10.2678,1.6,3.1,1.56
10.6973,1.6,3.1,1.58
11.1408,1.6,3.1,1.59
11.5989,1.6,3.1,1.6
12.0721,1.6,3.1,1.6
12.561,1.6,3.1,1.61
0,1.6,3.2,0
0.1295,1.6,3.2,0.05
0.2625,1.6,3.2,0.09
0.3992,1.6,3.2,0.14
0.5398,1.6,3.2,0.18
0.6845,1.6,3.2,0.23
0.8332,1.6,3.2,0.28
0.9863,1.6,3.2,0.32
1.1438,1.6,3.2,0.37
1.3059,1.6,3.2,0.42
1.4729,1.6,3.2,0.46
1.6448,1.6,3.2,0.51
1.8219,1.6,3.2,0.56
2.0044,1.6,3.2,0.6
2.1923,1.6,3.2,0.65
2.3861,1.6,3.2,0.7
2.5857,1.6,3.2,0.75
2.7916,1.6,3.2,0.8
3.0038,1.6,3.2,0.84
3.2227,1.6,3.2,0.89
3.4485,1.6,3.2,0.94
3.6814,1.6,3.2,0.98
3.9217,1.6,3.2,1.03
4.1696,1.6,3.2,1.08
4.4255,1.6,3.2,1.12
4.6896,1.6,3.2,1.17
4.9623,1.6,3.2,1.22
5.2438,1.6,3.2,1.26
5.5346,1.6,3.2,1.3
5.8349,1.6,3.2,1.35
6.145,1.6,3.2,1.39
6.4655,1.6,3.2,1.43
6.7966,1.6,3.2,1.47
7.1388,1.6,3.2,1.51
7.4924,1.6,3.2,1.55
7.858,1.6,3.2,1.59
8.2359,1.6,3.2,1.63
8.6268,1.6,3.2,1.66
9.0309,1.6,3.2,1.7
9.449,1.6,3.2,1.73
9.8814,1.6,3.2,1.76
10.3288,1.6,3.2,1.79
10.7918,1.6,3.2,1.81
11.271,1.6,3.2,1.83
11.7669,1.6,3.2,1.85
12.2804,1.6,3.2,1.87
12.812,1.6,3.2,1.89
13.3626,1.6,3.2,1.9
13.9328,1.6,3.2,1.91
14.5234,1.6,3.2,1.91
0,1.6,3.3,0
0.1395,1.6,3.3,0.05
0.283,1.6,3.3,0.1
0.4309,1.6,3.3,0.15
0.5833,1.6,3.3,0.21
0.7403,1.6,3.3,0.26
0.9021,1.6,3.3,0.31
1.0689,1.6,3.3,0.37
1.241,1.6,3.3,0.42
1.4184,1.6,3.3,0.47
1.6015,1.6,3.3,0.53
1.7905,1.6,3.3,0.58
1.9855,1.6,3.3,0.64
2.1868,1.6,3.3,0.69
2.3947,1.6,3.3,0.75
2.6095,1.6,3.3,0.8
2.8312,1.6,3.3,0.86
3.0604,1.6,3.3,0.91
3.2971,1.6,3.3,0.97
3.5419,1.6,3.3,1.02
3.7948,1.6,3.3,1.08
4.0563,1.6,3.3,1.13
4.3267,1.6,3.3,1.19
4.6064,1.6,3.3,1.24
4.8957,1.6,3.3,1.3
5.195,1.6,3.3,1.35
5.5046,1.6,3.3,1.41
5.8251,1.6,3.3,1.46
6.1568,1.6,3.3,1.51
6.5002,1.6,3.3,1.57
6.8558,1.6,3.3,1.62
7.224,1.6,3.3,1.67
7.6053,1.6,3.3,1.72
8.0003,1.6,3.3,1.77
8.4096,1.6,3.3,1.81
8.8337,1.6,3.3,1.86
9.2732,1.6,3.3,1.9
9.7288,1.6,3.3,1.95
10.2011,1.6,3.3,1.99
10.6908,1.6,3.3,2.03
11.1987,1.6,3.3,2.06
11.7256,1.6,3.3,2.1
12.2721,1.6,3.3,2.13
12.8392,1.6,3.3,2.16
13.4277,1.6,3.3,2.18
14.0385,1.6,3.3,2.2
14.6726,1.6,3.3,2.22
15.331,1.6,3.3,2.24
16.0148,1.6,3.3,2.25
16.7249,1.6,3.3,2.25
0,1.6,3.4,0
0.1496,1.6,3.4,0.06
0.3039,1.6,3.4,0.12
0.4631,1.6,3.4,0.17
0.6274,1.6,3.4,0.23
0.7971,1.6,3.4,0.29
0.9723,1.6,3.4,0.35
1.1533,1.6,3.4,0.41
1.3404,1.6,3.4,0.47
1.5338,1.6,3.4,0.53
1.7337,1.6,3.4,0.6
1.9404,1.6,3.4,0.66
2.1542,1.6,3.4,0.72
2.3754,1.6,3.4,0.78
2.6043,1.6,3.4,0.85
2.8412,1.6,3.4,0.91
3.0864,1.6,3.4,0.97
3.3403,1.6,3.4,1.04
3.6032,1.6,3.4,1.1
3.8755,1.6,3.4,1.17
4.1576,1.6,3.4,1.23
4.4499,1.6,3.4,1.3
4.7529,1.6,3.4,1.36
5.0669,1.6,3.4,1.43
5.3924,1.6,3.4,1.49
5.7299,1.6,3.4,1.55
6.08,1.6,3.4,1.62
6.4431,1.6,3.4,1.68
6.8198,1.6,3.4,1.74
7.2106,1.6,3.4,1.8
7.6163,1.6,3.4,1.87
8.0374,1.6,3.4,1.93
8.4745,1.6,3.4,1.99
8.9284,1.6,3.4,2.04
9.3998,1.6,3.4,2.1
9.8895,1.6,3.4,2.16
10.3982,1.6,3.4,2.21
10.9269,1.6,3.4,2.26
11.4763,1.6,3.4,2.31
12.0474,1.6,3.4,2.36
12.6411,1.6,3.4,2.4
13.2586,1.6,3.4,2.44
13.9008,1.6,3.4,2.48
14.5688,1.6,3.4,2.52
15.2639,1.6,3.4,2.55
15.9873,1.6,3.4,2.58
16.7403,1.6,3.4,2.6
17.5241,1.6,3.4,2.62
18.3403,1.6,3.4,2.63
19.1905,1.6,3.4,2.63
0,1.6,3.5,0
0.1598,1.6,3.5,0.06
0.3249,1.6,3.5,0.13
0.4956,1.6,3.5,0.19
0.6721,1.6,3.5,0.26
0.8548,1.6,3.5,0.33
1.0438,1.6,3.5,0.39
1.2394,1.6,3.5,0.46
1.442,1.6,3.5,0.53
1.6518,1.6,3.5,0.6
1.8692,1.6,3.5,0.67
2.0944,1.6,3.5,0.74
2.3278,1.6,3.5,0.81
2.5698,1.6,3.5,0.88
2.8208,1.6,3.5,0.96
3.081,1.6,3.5,1.03
3.351,1.6,3.5,1.1
3.6312,1.6,3.5,1.17
3.9219,1.6,3.5,1.25
4.2237,1.6,3.5,1.32
4.537,1.6,3.5,1.4
4.8623,1.6,3.5,1.47
5.2002,1.6,3.5,1.55
5.5513,1.6,3.5,1.62
5.916,1.6,3.5,1.7
6.2951,1.6,3.5,1.77
6.6891,1.6,3.5,1.85
7.0987,1.6,3.5,1.92
7.5247,1.6,3.5,1.99
7.9677,1.6,3.5,2.07
8.4285,1.6,3.5,2.14
8.908,1.6,3.5,2.21
9.4069,1.6,3.5,2.28
9.9263,1.6,3.5,2.35
10.4669,1.6,3.5,2.42
11.0299,1.6,3.5,2.48
11.6162,1.6,3.5,2.55
12.227,1.6,3.5,2.61
12.8633,1.6,3.5,2.67
13.5264,1.6,3.5,2.72
14.2176,1.6,3.5,2.78
14.9382,1.6,3.5,2.83
15.6895,1.6,3.5,2.88
16.4732,1.6,3.5,2.92
17.2907,1.6,3.5,2.96
18.1437,1.6,3.5,2.99
19.034,1.6,3.5,3.02
19.9633,1.6,3.5,3.04
20.9336,1.6,3.5,3.05
21.947,1.6,3.5,3.06
0,1.6,3.6,0
0.17,1.6,3.6,0.07
0.3461,1.6,3.6,0.14
0.5285,1.6,3.6,0.22
0.7175,1.6,3.6,0.29
0.9133,1.6,3.6,0.36
1.1164,1.6,3.6,0.44
1.3271,1.6,3.6,0.51
1.5456,1.6,3.6,0.59
1.7725,1.6,3.6,0.67
2.0079,1.6,3.6,0.75
2.2524,1.6,3.6,0.83
2.5063,1.6,3.6,0.91
2.77,1.6,3.6,0.99
3.0441,1.6,3.6,1.07
3.329,1.6,3.6,1.15
3.6251,1.6,3.6,1.24
3.933,1.6,3.6,1.32
4.2532,1.6,3.6,1.4
4.5863,1.6,3.6,1.49
4.9329,1.6,3.6,1.57
5.2936,1.6,3.6,1.66
5.6691,1.6,3.6,1.75
6.06,1.6,3.6,1.83
6.4671,1.6,3.6,1.92
6.8911,1.6,3.6,2.01
7.3328,1.6,3.6,2.09
7.7931,1.6,3.6,2.18
8.2728,1.6,3.6,2.26
8.7729,1.6,3.6,2.35
9.2943,1.6,3.6,2.43
9.8381,1.6,3.6,2.52
10.4053,1.6,3.6,2.6
10.9971,1.6,3.6,2.68
11.6147,1.6,3.6,2.76
12.2594,1.6,3.6,2.84
12.9323,1.6,3.6,2.92
13.6351,1.6,3.6,2.99
14.3692,1.6,3.6,3.06
15.136,1.6,3.6,3.13
15.9373,1.6,3.6,3.2
16.7749,1.6,3.6,3.26
17.6505,1.6,3.6,3.31
18.5661,1.6,3.6,3.36
19.5238,1.6,3.6,3.41
20.5257,1.6,3.6,3.45
21.5742,1.6,3.6,3.48
22.6716,1.6,3.6,3.51
23.8205,1.6,3.6,3.53
25.0238,1.6,3.6,3.54
0,1.6,3.7,0
0.1804,1.6,3.7,0.08
0.3675,1.6,3.7,0.16
0.5617,1.6,3.7,0.24
0.7633,1.6,3.7,0.32
0.9727,1.6,3.7,0.4
1.1902,1.6,3.7,0.48
1.4162,1.6,3.7,0.57
1.6512,1.6,3.7,0.65
1.8956,1.6,3.7,0.74
2.1497,1.6,3.7,0.83
2.4141,1.6,3.7,0.92
2.6893,1.6,3.7,1.01
2.9758,1.6,3.7,1.1
3.2741,1.6,3.7,1.19
3.5848,1.6,3.7,1.28
3.9084,1.6,3.7,1.38
4.2456,1.6,3.7,1.47
4.5971,1.6,3.7,1.57
4.9635,1.6,3.7,1.67
5.3455,1.6,3.7,1.76
5.744,1.6,3.7,1.86
6.1596,1.6,3.7,1.96
6.5934,1.6,3.7,2.06
7.046,1.6,3.7,2.16
7.5185,1.6,3.7,2.26
8.0119,1.6,3.7,2.36
8.5272,1.6,3.7,2.46
9.0655,1.6,3.7,2.56
9.6279,1.6,3.7,2.66
10.2156,1.6,3.7,2.76
10.8301,1.6,3.7,2.85
11.4725,1.6,3.7,2.95
12.1443,1.6,3.7,3.05
12.8471,1.6,3.7,3.14
13.5824,1.6,3.7,3.23
14.352,1.6,3.7,3.32
15.1576,1.6,3.7,3.41
16.0012,1.6,3.7,3.5
16.8847,1.6,3.7,3.58
17.8102,1.6,3.7,3.65
18.7801,1.6,3.7,3.73
19.7966,1.6,3.7,3.79
20.8623,1.6,3.7,3.86
21.98,1.6,3.7,3.91
23.1524,1.6,3.7,3.96
24.3826,1.6,3.7,4
25.6737,1.6,3.7,4.03
27.0292,1.6,3.7,4.06
28.4526,1.6,3.7,4.07
0,1.6,3.8,0
0.1907,1.6,3.8,0.09
0.389,1.6,3.8,0.17
0.5951,1.6,3.8,0.26
0.8095,1.6,3.8,0.35
1.0325,1.6,3.8,0.44
1.2647,1.6,3.8,0.53
1.5065,1.6,3.8,0.63
1.7583,1.6,3.8,0.72
2.0207,1.6,3.8,0.82
2.2941,1.6,3.8,0.91
2.5792,1.6,3.8,1.01
2.8765,1.6,3.8,1.11
3.1865,1.6,3.8,1.22
3.5101,1.6,3.8,1.32
3.8477,1.6,3.8,1.42
4.2002,1.6,3.8,1.53
4.5682,1.6,3.8,1.64
4.9526,1.6,3.8,1.75
5.3542,1.6,3.8,1.85
5.7738,1.6,3.8,1.96
6.2124,1.6,3.8,2.08
6.671,1.6,3.8,2.19
7.1505,1.6,3.8,2.3
7.652,1.6,3.8,2.42
8.1767,1.6,3.8,2.53
8.7258,1.6,3.8,2.64
9.3005,1.6,3.8,2.76
9.9023,1.6,3.8,2.87
10.5324,1.6,3.8,2.99
11.1926,1.6,3.8,3.1
11.8842,1.6,3.8,3.22
12.6091,1.6,3.8,3.33
13.3689,1.6,3.8,3.44
14.1657,1.6,3.8,3.55
15.0014,1.6,3.8,3.66
15.8782,1.6,3.8,3.77
16.7982,1.6,3.8,3.87
17.764,1.6,3.8,3.97
18.778,1.6,3.8,4.07
19.843,1.6,3.8,4.16
20.9619,1.6,3.8,4.24
22.1376,1.6,3.8,4.32
23.3735,1.6,3.8,4.4
24.673,1.6,3.8,4.47
26.0398,1.6,3.8,4.52
27.4779,1.6,3.8,4.57
28.9913,1.6,3.8,4.61
30.5845,1.6,3.8,4.64
32.0602,1.6,3.8,4.65
0,1.6,3.9,0
0.2011,1.6,3.9,0.09
0.4104,1.6,3.9,0.19
0.6284,1.6,3.9,0.28
0.8557,1.6,3.9,0.38
1.0925,1.6,3.9,0.48
1.3396,1.6,3.9,0.58
1.5973,1.6,3.9,0.68
1.8662,1.6,3.9,0.79
2.147,1.6,3.9,0.9
2.4402,1.6,3.9,1
2.7465,1.6,3.9,1.11
3.0665,1.6,3.9,1.22
3.401,1.6,3.9,1.34
3.7507,1.6,3.9,1.45
4.1163,1.6,3.9,1.57
4.4989,1.6,3.9,1.69
4.8991,1.6,3.9,1.81
5.318,1.6,3.9,1.93
5.7566,1.6,3.9,2.05
6.2158,1.6,3.9,2.18
6.6968,1.6,3.9,2.3
7.2008,1.6,3.9,2.43
7.7289,1.6,3.9,2.56
8.2825,1.6,3.9,2.69
8.863,1.6,3.9,2.82
9.4718,1.6,3.9,2.95
10.1104,1.6,3.9,3.08
10.7806,1.6,3.9,3.21
11.484,1.6,3.9,3.35
12.2226,1.6,3.9,3.48
12.9982,1.6,3.9,3.61
13.8129,1.6,3.9,3.74
14.669,1.6,3.9,3.87
15.5689,1.6,3.9,4
16.515,1.6,3.9,4.12
17.5099,1.6,3.9,4.25
18.5566,1.6,3.9,4.37
19.658,1.6,3.9,4.48
20.8173,1.6,3.9,4.6
22.038,1.6,3.9,4.7
23.3237,1.6,3.9,4.81
24.6783,1.6,3.9,4.9
26.1059,1.6,3.9,4.99
27.611,1.6,3.9,5.07
29.1982,1.6,3.9,5.14
30.8727,1.6,3.9,5.2
32.6398,1.6,3.9,5.25
34.1665,1.6,3.9,5.27
35.7775,1.6,3.9,5.29
0,1.6,4,0
0.2113,1.6,4,0.1
0.4317,1.6,4,0.2
0.6617,1.6,4,0.31
0.9018,1.6,4,0.41
1.1525,1.6,4,0.52
1.4145,1.6,4,0.63
1.6884,1.6,4,0.75
1.9747,1.6,4,0.86
2.2742,1.6,4,0.98
2.5876,1.6,4,1.1
2.9156,1.6,4,1.22
3.2589,1.6,4,1.34
3.6185,1.6,4,1.47
3.9952,1.6,4,1.59
4.3899,1.6,4,1.72
4.8037,1.6,4,1.85
5.2375,1.6,4,1.99
5.6924,1.6,4,2.12
6.1697,1.6,4,2.26
6.6705,1.6,4,2.4
7.1962,1.6,4,2.54
7.7481,1.6,4,2.69
8.3278,1.6,4,2.83
8.9367,1.6,4,2.98
9.5765,1.6,4,3.13
10.2491,1.6,4,3.27
10.9562,1.6,4,3.42
11.6999,1.6,4,3.57
12.4822,1.6,4,3.73
13.3054,1.6,4,3.88
14.172,1.6,4,4.03
15.0844,1.6,4,4.18
16.0454,1.6,4,4.33
17.0579,1.6,4,4.47
18.1249,1.6,4,4.62
19.2498,1.6,4,4.76
20.436,1.6,4,4.9
21.6874,1.6,4,5.04
23.0078,1.6,4,5.17
24.4017,1.6,4,5.3
25.8736,1.6,4,5.42
27.4283,1.6,4,5.53
29.0711,1.6,4,5.64
30.8077,1.6,4,5.73
32.6441,1.6,4,5.82
34.5037,1.6,4,5.88
36.1922,1.6,4,5.93
37.983,1.6,4,5.96
39.8824,1.6,4,5.98
0,1.6,4.1,0
0.2214,1.6,4.1,0.11
0.4528,1.6,4.1,0.22
0.6947,1.6,4.1,0.33
0.9477,1.6,4.1,0.45
1.2125,1.6,4.1,0.57
1.4896,1.6,4.1,0.69
1.7797,1.6,4.1,0.81
2.0837,1.6,4.1,0.93
2.4023,1.6,4.1,1.06
2.7362,1.6,4.1,1.19
3.0864,1.6,4.1,1.32
3.4537,1.6,4.1,1.46
3.8391,1.6,4.1,1.6
4.2437,1.6,4.1,1.74
4.6685,1.6,4.1,1.88
5.1146,1.6,4.1,2.03
5.5833,1.6,4.1,2.18
6.0758,1.6,4.1,2.33
6.5936,1.6,4.1,2.48
7.1381,1.6,4.1,2.64
7.7107,1.6,4.1,2.8
8.3133,1.6,4.1,2.96
8.9474,1.6,4.1,3.12
9.6149,1.6,4.1,3.28
10.3179,1.6,4.1,3.45
11.0585,1.6,4.1,3.62
11.8388,1.6,4.1,3.79
12.6612,1.6,4.1,3.96
13.5284,1.6,4.1,4.13
14.4429,1.6,4.1,4.3
15.4078,1.6,4.1,4.47
16.4261,1.6,4.1,4.65
17.5011,1.6,4.1,4.82
18.6364,1.6,4.1,4.99
19.8357,1.6,4.1,5.16
21.1031,1.6,4.1,5.32
22.4428,1.6,4.1,5.48
23.8596,1.6,4.1,5.64
25.3584,1.6,4.1,5.8
26.9445,1.6,4.1,5.95
28.6236,1.6,4.1,6.09
30.4018,1.6,4.1,6.22
32.2858,1.6,4.1,6.34
34.2825,1.6,4.1,6.45
36.2598,1.6,4.1,6.55
38.1152,1.6,4.1,6.61
40.0873,1.6,4.1,6.67
42.1837,1.6,4.1,6.71
44.4124,1.6,4.1,6.73
0,1.6,4.2,0
0.2315,1.6,4.2,0.12
0.4739,1.6,4.2,0.24
0.7276,1.6,4.2,0.36
0.9935,1.6,4.2,0.48
1.2723,1.6,4.2,0.61
1.5646,1.6,4.2,0.74
1.8712,1.6,4.2,0.87
2.1931,1.6,4.2,1.01
2.531,1.6,4.2,1.15
2.8858,1.6,4.2,1.29
3.2587,1.6,4.2,1.44
3.6506,1.6,4.2,1.58
4.0625,1.6,4.2,1.74
4.4958,1.6,4.2,1.89
4.9516,1.6,4.2,2.05
5.4313,1.6,4.2,2.21
5.9362,1.6,4.2,2.37
6.4679,1.6,4.2,2.54
7.028,1.6,4.2,2.71
7.6181,1.6,4.2,2.88
8.2401,1.6,4.2,3.06
8.8958,1.6,4.2,3.24
9.5874,1.6,4.2,3.42
10.317,1.6,4.2,3.61
11.087,1.6,4.2,3.79
11.8999,1.6,4.2,3.98
12.7582,1.6,4.2,4.17
13.665,1.6,4.2,4.37
14.6231,1.6,4.2,4.56
15.6359,1.6,4.2,4.75
16.7068,1.6,4.2,4.95
17.8396,1.6,4.2,5.15
19.0383,1.6,4.2,5.34
20.3071,1.6,4.2,5.54
21.6507,1.6,4.2,5.73
23.074,1.6,4.2,5.92
24.5821,1.6,4.2,6.11
26.181,1.6,4.2,6.29
27.8765,1.6,4.2,6.47
29.6754,1.6,4.2,6.64
31.5846,1.6,4.2,6.81
33.6118,1.6,4.2,6.96
35.7651,1.6,4.2,7.11
37.8884,1.6,4.2,7.23
